id, x, y, z, roll, pitch, yaw, mse, rmse, mae, mape
0,-0.48,75.25,1516.15,-174.99,-4.49,95.7,0.51,0.71,0.57,1.13
0,189.41,-160.8,1532.35,176.51,-3.71,97.21,0.46,0.68,0.53,1.07
0,189.41,-160.8,1532.35,176.51,-3.71,97.21,0.46,0.68,0.53,1.07
0,189.41,-160.8,1532.35,176.51,-3.71,97.21,0.46,0.68,0.53,1.07
0,189.41,-160.8,1532.35,176.51,-3.71,97.21,0.46,0.68,0.53,1.07
0,189.41,-160.8,1532.35,176.51,-3.71,97.21,0.46,0.68,0.53,1.07
0,189.25,-130.32,1536.39,179.3,-4.04,97.33,0.19,0.44,0.28,0.53
0,189.25,-130.32,1536.39,179.3,-4.04,97.33,0.19,0.44,0.28,0.53
0,189.25,-130.32,1536.39,179.3,-4.04,97.33,0.19,0.44,0.28,0.53
0,189.25,-130.32,1536.39,179.3,-4.04,97.33,0.19,0.44,0.28,0.53
0,189.62,-130.12,1534.01,177.98,-8.55,97.52,0.37,0.61,0.4,0.95
0,189.62,-130.12,1534.01,177.98,-8.55,97.52,0.37,0.61,0.4,0.95
0,189.56,-108.05,1533.51,172.28,-3.92,97.9,0.28,0.53,0.38,0.83
0,189.22,-103.77,1535.87,175.24,-7.56,97.57,0.37,0.61,0.42,0.97
0,189.22,-103.77,1535.87,175.24,-7.56,97.57,0.37,0.61,0.42,0.97
0,189.22,-103.77,1535.87,175.24,-7.56,97.57,0.37,0.61,0.42,0.97
0,189.22,-103.77,1535.87,175.24,-7.56,97.57,0.37,0.61,0.42,0.97
0,189.22,-103.77,1535.87,175.24,-7.56,97.57,0.37,0.61,0.42,0.97
0,189.12,-79.49,1535.28,175.22,-8.17,97.42,1.0,1.0,0.68,1.5
0,189.15,-75.04,1535.26,174.83,-9.65,97.73,0.61,0.78,0.54,1.17
0,189.15,-75.04,1535.26,174.83,-9.65,97.73,0.61,0.78,0.54,1.17
0,189.15,-75.04,1535.26,174.83,-9.65,97.73,0.61,0.78,0.54,1.17
0,189.15,-75.04,1535.26,174.83,-9.65,97.73,0.61,0.78,0.54,1.17
0,189.15,-75.04,1535.26,174.83,-9.65,97.73,0.61,0.78,0.54,1.17
0,188.98,-48.7,1537.75,175.96,-11.94,97.8,0.29,0.54,0.38,0.77
0,189.0,-44.24,1537.73,173.77,-10.29,98.38,0.94,0.97,0.65,1.23
0,189.0,-44.24,1537.73,173.77,-10.29,98.38,0.94,0.97,0.65,1.23
0,188.83,-36.56,1536.62,171.31,-9.14,97.8,0.46,0.67,0.47,0.82
0,188.83,-36.56,1536.62,171.31,-9.14,97.8,0.41,0.64,0.46,0.83
0,188.83,-36.56,1536.62,171.31,-9.14,97.8,0.41,0.64,0.46,0.83
0,188.53,-8.99,1543.22,177.47,-6.13,97.3,0.63,0.79,0.64,1.22
0,188.53,-8.99,1543.22,177.47,-6.13,97.3,0.63,0.79,0.64,1.22
0,188.53,-8.99,1543.22,177.47,-6.13,97.3,0.63,0.79,0.64,1.22
0,188.53,-8.99,1543.22,177.47,-6.13,97.3,0.63,0.79,0.64,1.22
0,188.53,-8.99,1543.22,177.47,-6.13,97.3,0.63,0.79,0.64,1.22
0,188.21,-4.59,1540.63,176.5,-8.24,97.23,0.38,0.62,0.43,0.86
0,188.06,17.58,1544.92,179.1,-6.05,96.72,1.06,1.03,0.71,1.58
0,188.06,22.05,1544.93,175.19,-7.98,97.52,0.25,0.5,0.36,0.73
0,188.06,22.05,1544.93,175.19,-7.98,97.52,0.25,0.5,0.36,0.73
0,188.06,22.05,1544.93,175.19,-7.98,97.52,0.25,0.5,0.36,0.73
0,188.06,22.05,1544.93,175.19,-7.98,97.52,0.25,0.5,0.36,0.73
0,187.75,26.4,1542.33,172.81,-7.91,97.46,0.5,0.71,0.39,0.73
0,187.92,48.7,1547.42,-179.69,-1.71,96.39,0.67,0.82,0.54,1.09
0,187.91,53.19,1547.43,175.08,-3.49,97.35,0.08,0.28,0.2,0.43
0,187.91,53.19,1547.43,175.08,-3.49,97.35,0.08,0.28,0.2,0.43
0,187.91,53.19,1547.43,175.08,-3.49,97.35,0.08,0.28,0.2,0.43
0,187.91,53.19,1547.43,175.08,-3.49,97.35,0.08,0.28,0.2,0.43
0,187.91,53.19,1547.43,175.08,-3.49,97.35,0.08,0.28,0.2,0.43
0,187.64,78.61,1545.23,176.96,-6.54,96.57,0.33,0.58,0.45,0.93
0,187.62,81.97,1545.23,172.88,-9.95,97.25,0.17,0.41,0.32,0.64
0,187.62,81.97,1545.23,172.88,-9.95,97.25,0.17,0.41,0.32,0.64
0,187.62,81.97,1545.23,172.88,-9.95,97.25,0.17,0.41,0.32,0.64
0,187.62,81.97,1545.23,172.88,-9.95,97.25,0.17,0.41,0.32,0.64
0,187.81,87.53,1546.57,174.28,-8.68,97.52,0.23,0.48,0.35,0.67
0,186.92,113.6,1554.02,-179.46,0.64,96.99,0.31,0.56,0.39,0.87
0,187.28,116.79,1551.61,177.41,-6.7,97.48,0.69,0.83,0.59,1.24
0,187.28,116.79,1551.61,177.41,-6.7,97.48,0.69,0.83,0.59,1.24
0,187.09,118.86,1549.89,175.83,-8.0,97.3,0.58,0.76,0.57,1.24
0,187.09,118.86,1549.89,175.83,-8.0,97.3,0.58,0.76,0.57,1.24
0,187.09,118.86,1549.89,175.83,-8.0,97.3,0.58,0.76,0.57,1.24
0,192.78,74.5,1529.38,171.18,-10.98,97.56,0.32,0.57,0.46,0.96
0,178.69,-48.12,1623.42,177.02,-4.89,96.36,11.81,3.44,2.9,5.58
0,178.69,-48.12,1623.42,177.02,-4.89,96.36,11.81,3.44,2.9,5.58
0,178.69,-48.12,1623.42,177.02,-4.89,96.36,11.81,3.44,2.9,5.58
0,166.44,-160.95,1530.91,175.51,-7.16,97.03,0.77,0.88,0.64,1.35
0,166.44,-160.95,1530.91,175.51,-7.16,97.03,0.77,0.88,0.64,1.35
0,166.36,-141.1,1530.42,173.39,-6.84,97.38,0.42,0.65,0.51,1.02
0,166.15,-134.59,1531.97,173.24,-7.72,97.42,0.14,0.37,0.26,0.49
0,166.15,-134.59,1531.97,173.24,-7.72,97.42,0.14,0.37,0.26,0.49
0,166.15,-134.59,1531.97,173.24,-7.72,97.42,0.14,0.37,0.26,0.49
0,166.15,-134.59,1531.97,173.24,-7.72,97.42,0.14,0.37,0.26,0.49
0,166.09,-130.2,1531.8,173.26,-7.72,97.4,0.29,0.54,0.34,0.78
0,166.27,-99.45,1533.48,176.59,-9.47,97.4,0.47,0.69,0.47,0.86
0,166.27,-99.45,1533.48,176.59,-9.47,97.4,0.47,0.69,0.47,0.86
0,166.27,-99.45,1533.48,176.59,-9.47,97.4,0.47,0.69,0.47,0.86
0,166.27,-99.45,1533.48,176.59,-9.47,97.4,0.47,0.69,0.47,0.86
0,166.27,-99.45,1533.48,176.59,-9.47,97.4,0.47,0.69,0.47,0.86
0,166.27,-99.45,1533.48,176.59,-9.47,97.4,0.47,0.69,0.47,0.86
0,166.47,-75.1,1531.32,169.95,-9.14,97.96,0.34,0.59,0.45,0.92
0,165.69,-68.79,1538.34,179.15,-0.7,96.85,0.74,0.86,0.6,1.36
0,165.69,-68.79,1538.34,179.15,-0.7,96.85,0.74,0.86,0.6,1.36
0,165.69,-68.79,1538.34,179.15,-0.7,96.85,0.74,0.86,0.6,1.36
0,165.69,-68.79,1538.34,179.15,-0.7,96.85,0.89,0.94,0.64,1.47
0,165.69,-68.79,1538.34,179.15,-0.7,96.85,0.89,0.94,0.64,1.47
0,165.22,-46.73,1540.23,-179.42,-6.06,96.87,0.95,0.98,0.65,1.41
0,165.65,-42.2,1537.83,176.92,-6.49,97.74,0.22,0.47,0.36,0.74
0,165.65,-42.2,1537.83,176.92,-6.49,97.74,0.22,0.47,0.36,0.74
0,165.65,-42.2,1537.83,176.92,-6.49,97.74,0.22,0.47,0.36,0.74
0,165.6,-36.71,1537.6,173.34,-6.02,97.43,0.51,0.71,0.57,1.08
