id, x, y, z, roll, pitch, yaw, mse, rmse, mae, mape
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.91,0.95,0.73,1.57
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.91,0.95,0.73,1.57
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.91,0.95,0.73,1.57
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.91,0.95,0.73,1.57
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.91,0.95,0.73,1.57
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.91,0.95,0.73,1.57
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.91,0.95,0.73,1.57
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.88,0.94,0.73,1.55
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.88,0.94,0.73,1.55
0,57.15,-151.09,1296.45,175.54,-8.66,97.5,0.79,0.89,0.62,1.36
0,57.15,-151.09,1296.45,175.54,-8.66,97.5,0.79,0.89,0.62,1.36
0,57.15,-151.09,1296.45,175.54,-8.66,97.5,0.79,0.89,0.62,1.36
0,57.15,-151.09,1296.45,175.54,-8.66,97.5,0.79,0.89,0.62,1.36
0,57.15,-151.09,1296.45,175.54,-8.66,97.5,0.79,0.89,0.62,1.36
0,57.15,-151.09,1296.45,175.54,-8.66,97.5,0.79,0.89,0.62,1.36
0,57.15,-151.09,1296.45,175.54,-8.66,97.5,0.79,0.89,0.62,1.36
0,57.15,-151.09,1296.45,175.54,-8.66,97.5,0.79,0.89,0.62,1.36
0,57.15,-151.09,1296.45,175.54,-8.66,97.5,0.79,0.89,0.62,1.36
0,57.15,-151.09,1296.45,175.54,-8.66,97.5,0.79,0.89,0.62,1.36
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.95,0.97,0.73,1.56
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.95,0.97,0.73,1.56
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.95,0.97,0.73,1.56
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.95,0.97,0.73,1.56
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.95,0.97,0.73,1.56
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.95,0.97,0.73,1.56
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.95,0.97,0.73,1.56
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.95,0.97,0.73,1.56
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.95,0.97,0.73,1.56
0,57.22,-151.29,1298.19,177.44,-6.14,97.51,0.95,0.97,0.73,1.56
0,57.15,-151.09,1296.45,175.68,-7.6,97.48,0.84,0.92,0.67,1.44
0,57.15,-151.09,1296.45,175.68,-7.6,97.48,0.84,0.92,0.67,1.44
0,57.15,-151.09,1296.45,175.68,-7.6,97.48,0.84,0.92,0.67,1.44
0,57.15,-151.09,1296.45,175.68,-7.6,97.48,0.84,0.92,0.67,1.44
0,57.15,-151.09,1296.45,175.68,-7.6,97.48,0.84,0.92,0.67,1.44
0,57.15,-151.09,1296.45,175.68,-7.6,97.48,0.84,0.92,0.67,1.44
0,57.15,-151.09,1296.45,175.68,-7.6,97.48,0.84,0.92,0.67,1.44
0,57.15,-151.09,1296.45,175.68,-7.6,97.48,0.84,0.92,0.67,1.44
0,56.97,-152.1,1297.0,175.24,-6.94,97.62,0.86,0.93,0.63,1.37
0,57.05,-152.3,1298.75,177.0,-5.51,97.65,0.88,0.94,0.67,1.45
0,57.05,-152.3,1298.75,177.0,-5.51,97.65,0.88,0.94,0.67,1.45
0,57.05,-152.3,1298.75,177.0,-5.51,97.65,0.88,0.94,0.67,1.45
0,57.05,-152.3,1298.75,177.0,-5.51,97.65,0.88,0.94,0.67,1.45
0,57.05,-152.3,1298.75,177.0,-5.51,97.65,0.88,0.94,0.67,1.45
0,57.05,-152.3,1298.75,177.0,-5.51,97.65,0.88,0.94,0.67,1.45
0,57.05,-152.3,1298.75,177.0,-5.51,97.65,0.88,0.94,0.67,1.45
