id, x, y, z, roll, pitch, yaw, mse, rmse, mae, mape
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,54.76,-177.56,2026.85,178.51,0.92,96.98,0.86,0.93,0.72,1.46
0,55.54,-175.72,2022.73,174.75,1.21,97.85,1.01,1.0,0.81,1.68
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,55.54,-175.72,2022.73,178.54,0.89,97.94,0.97,0.98,0.74,1.57
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,177.31,1.05,98.18,0.76,0.87,0.58,1.08
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-177.81,0.52,97.04,0.7,0.83,0.58,1.21
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
0,54.76,-177.56,2026.85,-178.13,-2.09,97.04,0.73,0.85,0.61,1.2
