id, x, y, z, roll, pitch, yaw, mse, rmse
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-46.91,204.84,1411.1,147.21,-1.01,179.74,23.13,4.81
0,-32.55,181.33,1421.58,155.51,-1.27,179.66,26.49,5.15
0,-32.55,181.33,1421.58,155.51,-1.27,179.66,26.49,5.15
0,-32.55,181.33,1421.58,155.51,-1.27,179.66,26.49,5.15
0,-32.55,181.33,1421.58,155.51,-1.27,179.66,26.49,5.15
0,-32.55,181.33,1421.58,155.51,-1.27,179.66,26.49,5.15
0,-32.55,181.33,1421.58,155.51,-1.27,179.66,26.49,5.15
0,-32.55,181.33,1421.58,155.51,-1.27,179.66,26.49,5.15
0,-32.55,181.33,1421.58,155.51,-1.27,179.66,26.49,5.15
0,-32.55,181.33,1421.58,155.51,-1.27,179.66,26.49,5.15
0,-32.55,181.33,1421.58,155.51,-1.27,179.66,26.49,5.15
0,-32.55,181.33,1421.58,155.51,-1.27,179.66,26.49,5.15
0,-32.55,181.33,1421.58,155.51,-1.27,179.66,26.49,5.15
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,-6.54,155.56,1369.23,135.73,-7.11,-179.92,2.76,1.66
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,10.83,136.39,1367.87,135.11,-4.34,-0.78,35.32,5.94
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,33.01,114.43,1344.7,125.26,-1.5,-0.53,8.31,2.88
0,53.17,98.39,1314.02,115.03,-0.91,-0.47,0.75,0.87
0,53.17,98.39,1314.02,115.03,-0.91,-0.47,0.75,0.87
0,53.17,98.39,1314.02,115.03,-0.91,-0.47,0.75,0.87
0,53.17,98.39,1314.02,115.03,-0.91,-0.47,0.75,0.87
0,53.17,98.39,1314.02,115.03,-0.91,-0.47,0.75,0.87
0,53.17,98.39,1314.02,115.03,-0.91,-0.47,0.75,0.87
0,53.17,98.39,1314.02,115.03,-0.91,-0.47,0.75,0.87
0,53.17,98.39,1314.02,115.03,-0.91,-0.47,0.75,0.87
